loan_id,customer_id,branch_id,loan_type,loan_amount,interest_rate,loan_term,loan_status,disbursement_date
LOAN001055,CUST001055,BR002,Education Loan,2300939,15.32,92,Active,2026-06-21
LOAN001056,CUST001484,BR036,Personal Loan,727770,7.7,54,Active,2025-08-30
LOAN001057,CUST002477,BR082,Business Loan,2561248,11.3,79,Closd,2025-09-06
LOAN001058,CUST002882,BR082,Personal Loan,301849,11.44,20,Active,2023-03-08
LOAN001059,CUST004954,BR061,Auto Loan,1299888,8.25,50,Active,2024-03-04
LOAN001060,CUST001103,BR141,Personal Loan,681320,12.22,54,Active,2026-01-25
LOAN001061,CUST004188,BR017,Home Loan,8654442,13.78,122,Active,2019-08-24
LOAN001062,CUST001083,BR002,Home Loan,4744000,13.54,194,CLOSED,2024-12-07
LOAN001063,CUST004780,BR050,Home Loan,7103904,14.72,180,Defaulted,2021-07-22
LOAN001064,CUST001265,BR139,Education Loan,992942,45.5,52,Active,2024-06-22
LOAN001065,CUST004257,BR144,Home Loan,6041920,15.83,163,Closed,2026-05-09
LOAN001066,CUST002370,BR039,Education Loan,1407640,16.39,37,Closed,2026-06-03
LOAN001067,CUST002914,BR081,Gold Loan,55382,10.05,10,Active,2020-03-17
LOAN001068,CUST000473,BR013,Personal Loan,699993,15.53,29,Active,2022-04-27
LOAN001069,CUST000273,BR055,Home Loan,8631736,12.46,135,actve,2022-08-13
LOAN001070,CUST003793,BR150,Gold Loan,261801,13.31,18,Active,2024-03-19
LOAN001071,CUST001472,BR071,Business Loan,4763257,16.41,74,Closed,2024-06-13
LOAN001072,CUST001586,BR017,Gold Loan,371034,9.45,13,Active,2016-09-02
LOAN001073,CUST002164,BR109,Personal Loan,440457,15.4,27,Active,2025-06-08
LOAN001074,CUST004037,BR146,Auto Loan,713332,,24,Active,2026-07-08
LOAN001075,CUST002101,BR048,Personal Loan,832486,15.08,17,Active,2021-10-23
LOAN001076,CUST000582,BR091,Auto Loan,571619,15.2,51,Active,2022-11-10
LOAN001077,CUST004709,BR100,Personal Loan,538786,8.31,49,Closed,2014-04-26
LOAN001078,CUST003431,BR129,Gold Loan,275366,11.25,33,Active,2020-03-28
LOAN001079,CUST001889,BR143,Business Loan,2498301,12.93,59,Active,2021-10-03
LOAN001080,CUST004706,BR096,Personal Loan,389049,7.84,57,CLOSED,2018-11-01
LOAN001081,CUST003504,BR107,Business Loan,3942819,8.78,69,Active,2023-05-08
LOAN001082,CUST004490,BR006,Gold Loan,455760,11.91,20,Active,2025-09-27
LOAN001083,CUST002898,BR047,Gold Loan,391380,11.68,16,Closed,2026-04-21
LOAN001084,CUST004508,BR114,Business Loan,3228783,13.6,88,Active,2026-05-02
LOAN001085,CUST001812,BR140,Personal Loan,462336,13.45,21,Closed,2022-01-17
LOAN001086,CUST001188,BR111,Auto Loan,,15.57,29,Active,2025-11-04
LOAN001087,CUST003280,BR048,Business Loan,4004952,14.31,83,Active,2013-05-24
LOAN001088,CUST002545,BR026,Auto Loan,1547130,10.43,74,Active,2023-09-17
LOAN001089,CUST001642,BR090,Home Loan,2676764,8.38,224,Defaulted,2018-04-18
LOAN001090,CUST004856,BR014,Education Loan,2370361,11.3,82,Closed,2025-12-15
LOAN001091,CUST003638,BR116,Business Loan,3256120,8.13,42,CLOSED,2026-02-12
LOAN001092,CUST000544,BR058,Auto Loan,883613,15.35,28,actve,2025-10-26
LOAN001093,CUST000692,BR101,Education Loan,768527,13.84,85,Closed,2024-03-09
LOAN001094,CUST004266,BR004,Personal Loan,659518,15.25,15,Active,2021-05-31
LOAN001095,CUST003433,BR041,Business Loan,3082608,7.88,41,ACTIVE,2023-09-03
LOAN001096,CUST003237,BR001,Home Loan,4096991,7.88,123,Pending Approval,2022-12-16
LOAN001097,CUST000208,BR047,Personal Loan,464243,11.32,59,Closed,2025-07-26
LOAN001098,CUST001451,BR126,Personal Loan,508178,13.87,27,Active,2025-12-28
LOAN001099,CUST002568,BR053,Education Loan,822959,12.52,80,Closed,2026-03-15
LOAN001100,CUST001176,BR123,Home Loan,5608746,7.98,185,Pending Approval,2020-05-09
LOAN001101,CUST004365,BR078,Home Loan,8008744,11.36,187,Closed,2025-03-20
LOAN001102,CUST004868,BR070,Gold Loan,153794,,29,Active,2018-01-08
LOAN001103,CUST000732,BR101,Personal Loan,182681,14.9,43,Closed,2023-06-19
LOAN001104,CUST000233,BR068,Auto Loan,1486053,13.24,59,Closed,2024-12-07
LOAN001105,CUST001795,BR086,Auto Loan,1775570,12.28,80,Pending Approval,2025-09-14
LOAN001106,CUST003029,BR057,Business Loan,1027168,13.7,59,Active,2024-05-06
LOAN001107,CUST001403,BR149,Business Loan,4377730,12.75,41,Active,2026-04-07
LOAN001108,CUST001634,BR023,Home Loan,7805302,12.2,148,Closed,2019-09-28
LOAN001109,CUST004333,BR128,Home Loan,8272626,16.46,238,Active,2025-05-09
LOAN001110,CUST003634,BR097,Home Loan,2512454,8.28,192,Closed,2024-10-01
LOAN001111,CUST000525,BR086,Education Loan,2423198,15.27,110,Active,2016-07-27
LOAN001112,CUST004319,BR050,Auto Loan,1542241,11.64,82,Closed,2022-08-09
LOAN001113,CUST002256,BR038,Personal Loan,369636,12.36,42,Closed,2015-03-25
LOAN001114,CUST004110,BR044,Auto Loan,1602142,13.86,80,Active,2026-04-12
LOAN001115,CUST003227,BR057,Auto Loan,1157447,11.75,81,Defaulted,2025-11-02
LOAN001116,CUST004195,BR012,Personal Loan,357893,11.43,30,Active,2020-08-19
LOAN001117,CUST000753,BR018,Auto Loan,431910,14.76,46,Active,2024-10-27
LOAN001118,CUST004708,BR082,Home Loan,7726568,12.39,178,Active,2025-06-14
LOAN001119,CUST001793,BR117,Auto Loan,243090,16.33,61,Active,2021-01-10
LOAN001120,CUST003975,BR148,Education Loan,623389,15.65,71,Closed,2023-04-30
LOAN001121,CUST004098,BR057,Education Loan,1198557,12.52,83,Active,2020-09-22
LOAN001122,CUST002966,BR139,Home Loan,4863008,15.05,187,Active,2013-04-30
LOAN001123,CUST000766,BR115,Personal Loan,290470,13.14,38,Closed,2014-01-05
LOAN001124,CUST001152,BR029,Business Loan,3044257,11.44,53,Active,2026-06-23
LOAN001125,CUST003820,BR037,Personal Loan,941796,9.8,27,Active,2023-01-26
LOAN001126,CUST001429,BR070,Home Loan,8940078,15.53,146,Active,2022-03-31
LOAN001127,CUST000928,BR027,Personal Loan,358588,11.48,47,Active,2019-05-23
LOAN001128,CUST000877,BR071,Auto Loan,800502,11.98,36,Closed,2022-06-26
LOAN001129,CUST002011,BR027,Business Loan,2586343,8.83,34,Defaulted,2026-02-14
LOAN001130,CUST003364,BR056,Gold Loan,104578,7.61,30,Active,2016-03-31
LOAN001131,CUST002931,BR053,Auto Loan,1267575,10.52,76,Closed,2023-10-05
LOAN001132,CUST000365,BR037,Auto Loan,1691410,10.34,54,Active,2024-09-19
LOAN001133,CUST003169,BR017,Home Loan,8661443,12.64,196,Active,2026-01-14
LOAN001134,CUST000519,BR112,Personal Loan,364638,13.42,18,ACTIVE,2023-04-26
LOAN001135,CUST001100,BR003,Personal Loan,359777,8.43,17,Active,2026-07-24
LOAN001136,CUST002548,BR057,Personal Loan,811840,13.38,38,Defaulted,2017-06-21
LOAN001137,CUST003032,BR111,Personal Loan,365101,11.82,32,Active,2025-04-11
LOAN001138,CUST001667,BR118,Business Loan,4838542,9.51,73,Active,2021-08-06
LOAN001139,CUST002483,BR059,Personal Loan,625138,13.99,52,Active,2024-04-16
LOAN001140,CUST004596,BR012,Personal Loan,866020,15.96,20,Active,2026-06-26
LOAN001141,CUST001393,BR114,Auto Loan,240408,11.65,30,Closed,2026-05-08
LOAN001142,CUST004133,BR135,Education Loan,647053,14.33,119,Active,2022-09-29
LOAN001143,CUST000612,BR027,Home Loan,6005951,16.5,142,Closed,2020-10-18
LOAN001144,CUST001993,BR114,Auto Loan,190593,16.16,33,Defaulted,2025-07-20
LOAN001145,CUST000173,BR085,Education Loan,1465652,11.38,91,Active,2021-08-28
LOAN001146,CUST004482,BR050,Personal Loan,920321,7.55,36,Active,2026-01-21
LOAN001147,CUST000076,BR145,Auto Loan,840602,11.08,58,Active,2023-04-18
LOAN001148,CUST002919,BR109,Home Loan,8441777,12.6,123,Active,2026-07-18
LOAN001149,CUST003846,BR035,Personal Loan,901187,15.55,58,Active,2024-03-13
LOAN001150,CUST002332,BR088,Personal Loan,293320,15.11,51,CLOSED,2024-07-24
LOAN001151,CUST001538,BR035,Auto Loan,1601270,15.09,81,actve,2016-03-11
LOAN001152,CUST004082,BR041,Auto Loan,1220087,45.5,30,Active,2025-09-12
LOAN001153,CUST003575,BR110,Gold Loan,149154,13.89,10,Active,2025-04-08
LOAN001154,CUST004922,BR053,Education Loan,251485,13.68,95,Closed,2024-05-28
LOAN001155,CUST001107,BR046,Home Loan,2626658,13.92,137,Closed,2024-06-19
LOAN001156,CUST800010,BR086,Personal Loan,601187,9.72,26,Active,2024-08-16
LOAN001157,CUST001002,BR036,Gold Loan,278911,14.93,18,Active,2026-06-12
LOAN001158,CUST003495,BR076,Education Loan,1828222,10.0,78,Closed,2025-07-16
LOAN001159,CUST003212,BR023,Business Loan,755268,9.12,39,Active,2021-08-10
LOAN001160,CUST003890,BR034,Personal Loan,309872,,48,Closed,2024-02-12
LOAN001161,CUST003813,BR048,Gold Loan,495759,15.1,8,Active,2024-03-08
LOAN001162,CUST002167,BR128,Auto Loan,464788,11.6,81,Active,2019-07-09
LOAN001163,CUST002317,BR045,Auto Loan,,11.65,81,Closed,2023-08-30
LOAN001164,CUST800011,BR142,Business Loan,2017082,8.63,36,Active,2023-09-18
LOAN001165,CUST000964,BR041,Personal Loan,746881,15.19,44,Active,2025-10-13
LOAN001166,CUST002539,BR102,Auto Loan,1744340,12.54,74,Closed,2022-09-15
LOAN001167,CUST001730,BR117,Education Loan,2024603,11.62,58,Active,2019-08-18
LOAN001168,CUST004499,BR091,Education Loan,277796,12.5,54,Active,2026-01-27
LOAN001169,CUST001582,BR067,Personal Loan,109347,10.19,52,Active,2026-01-26
LOAN001170,CUST004303,BR109,Personal Loan,308287,45.5,14,Closed,2024-07-22
LOAN001171,CUST004420,BR113,Home Loan,5752886,9.51,229,Active,2013-10-09
LOAN001172,CUST000529,BR034,Personal Loan,55544,15.18,52,Active,2025-12-19
LOAN001173,CUST000094,BR058,Auto Loan,948611,8.97,65,Closed,2018-01-30
LOAN001174,CUST002207,BR042,Personal Loan,521150,13.14,26,Active,2019-02-05
LOAN001175,CUST002088,BR021,Auto Loan,1606738,13.08,67,Active,2017-04-04
LOAN001176,CUST003503,BR004,Home Loan,8641504,10.09,218,Closed,2026-02-04
LOAN001177,CUST004254,BR046,Personal Loan,340528,16.19,28,Active,2024-12-14
LOAN001178,CUST000535,BR009,Auto Loan,1660510,13.55,77,actve,2024-12-22
LOAN001179,CUST002272,BR071,Education Loan,918273,12.83,100,Active,2025-01-20
LOAN001180,CUST001647,BR042,Auto Loan,1192019,14.25,61,PENDING,2024-12-16
LOAN001181,CUST000635,BR019,Personal Loan,413248,14.45,31,Active,2025-08-25
LOAN001182,CUST001776,BR019,Gold Loan,23455,7.53,16,Closed,2024-01-16
LOAN001183,CUST004537,BR042,Gold Loan,450322,12.17,7,Defaulted,2025-07-02
LOAN001184,CUST003314,BR059,Business Loan,541722,14.9,34,actve,2017-09-14
LOAN001185,CUST000578,BR062,Home Loan,1843453,,174,Closed,2022-05-16
LOAN001186,CUST000429,BR045,Home Loan,3787400,12.27,140,Closed,2024-02-27
LOAN001187,CUST003562,BR127,Auto Loan,1167906,15.11,27,Closed,2026-02-21
LOAN001188,CUST004246,BR128,Auto Loan,1460201,14.16,61,Closed,2022-03-16
LOAN001189,CUST004952,BR041,Personal Loan,186779,11.54,17,Active,2025-07-18
LOAN001190,CUST002055,BR149,Home Loan,,9.63,178,Active,2026-06-10
LOAN001191,CUST002008,BR039,Home Loan,8616792,8.08,186,Active ,2018-08-26
LOAN001192,CUST000045,BR040,Education Loan,1643394,14.88,92,Active,2023-12-02
LOAN001193,CUST002579,BR037,Personal Loan,251158,16.26,38,Active,2024-04-04
LOAN001194,CUST004662,BR028,Auto Loan,1552534,12.71,28,Active,2022-03-01
LOAN001195,CUST000337,BR049,Personal Loan,956657,15.7,58,Active,2024-01-25
LOAN001196,CUST003068,BR037,Home Loan,1971858,11.94,151,Active,2024-03-13
LOAN001197,CUST000455,BR006,Auto Loan,787549,9.44,33,Active,2013-07-13
LOAN001198,CUST000887,BR012,Home Loan,4384797,7.86,142,Closed,2026-05-03
LOAN001199,CUST003341,BR011,Business Loan,4876360,13.88,44,Closed,2026-03-10
LOAN001200,CUST800012,BR081,Personal Loan,543895,11.99,56,Closed,2022-01-24
LOAN001201,CUST000943,BR100,Gold Loan,202304,15.48,28,Active,2022-09-21
LOAN001202,CUST004068,BR127,Auto Loan,1623848,9.26,38,Active,2026-06-08
LOAN001203,CUST000619,BR067,Gold Loan,95418,15.4,13,Closed,2016-02-13
LOAN001204,CUST004317,BR048,Gold Loan,335752,14.62,7,Active,2025-06-28
LOAN001205,CUST004476,BR122,Gold Loan,341075,16.03,6,Closed,2018-01-18
LOAN001206,CUST002933,BR114,Personal Loan,972496,14.93,16,Closed,2025-12-24
LOAN001207,CUST004402,BR118,Home Loan,1751814,11.12,235,Active,2018-04-05
LOAN001208,CUST002961,BR138,Education Loan,1018721,14.6,80,Active,2025-09-28
LOAN001209,CUST000170,BR115,Personal Loan,991538,13.29,29,Active,2025-08-11
LOAN001210,CUST004242,BR003,Personal Loan,363993,15.82,13,Active,2020-12-15
LOAN001211,CUST000676,BR038,Personal Loan,104506,14.46,59,Active,2014-12-07
LOAN001212,CUST003130,BR088,Education Loan,417347,11.63,58,Closed,2024-10-20
LOAN001213,CUST001025,BR058,Gold Loan,197595,15.89,19,Active,2024-01-25
LOAN001214,CUST000011,BR041,Home Loan,4266325,12.24,189,CLOSED,2022-09-07
LOAN001215,CUST004012,BR022,Business Loan,4407501,9.85,80,Closed,2026-04-17
LOAN001216,CUST003339,BR092,Education Loan,930851,7.79,43,Closed,2026-06-09
LOAN001217,CUST002599,BR137,Home Loan,5546523,10.87,169,closed,2026-05-26
LOAN001218,CUST004729,BR007,Education Loan,1179680,15.94,77,Active ,2020-04-27
LOAN001219,CUST001642,BR036,Auto Loan,394586,15.01,45,Active,2019-12-18
LOAN001220,CUST002644,BR002,Gold Loan,347021,12.18,29,Active,2020-12-23
LOAN001221,CUST003620,BR140,Education Loan,1148517,8.02,41,Active,2026-03-03
LOAN001222,CUST000770,BR013,Personal Loan,86212,13.26,48,Defaulted,2017-12-25
LOAN001223,CUST004704,BR049,Home Loan,3068605,15.32,134,PENDING,2026-04-29
LOAN001224,CUST004982,BR116,Education Loan,2394185,9.19,52,Active,2026-07-28
LOAN001225,CUST004194,BR043,Business Loan,4423818,11.18,29,Closed,2014-09-21
LOAN001226,CUST002347,BR056,Education Loan,480416,16.09,51,Pending Approval,2015-01-29
LOAN001227,CUST800013,BR049,Education Loan,549458,11.39,87,Defaulted,2026-02-12
LOAN001228,CUST001698,BR130,Gold Loan,499016,14.6,31,Active,2015-01-16
LOAN001229,CUST002312,BR141,Education Loan,2118853,9.14,109,Active,2025-08-09
LOAN001230,CUST004488,BR036,Business Loan,1639039,12.08,76,Active,2022-01-01
LOAN001231,CUST002157,BR060,Personal Loan,944941,10.06,44,Active,2018-04-23
LOAN001232,CUST003405,BR038,Education Loan,590188,9.5,68,Active,2022-07-22
LOAN001233,CUST001371,BR017,Auto Loan,,14.87,31,Active,2026-04-01
LOAN001234,CUST002218,BR023,Home Loan,6939771,16.5,217,Closed,2023-04-17
LOAN001235,CUST003580,BR136,Personal Loan,873524,12.17,47,Active,2023-09-08
LOAN001236,CUST001859,BR134,Personal Loan,249056,10.9,15,Defaulted,2017-10-22
LOAN001237,CUST001777,BR094,Personal Loan,640004,14.99,25,Closed,2022-12-15
LOAN001238,CUST004459,BR114,Home Loan,5949595,12.44,142,Active,2021-12-23
LOAN001239,CUST004548,BR141,Home Loan,8519291,12.03,203,Pending Approval,2024-07-03
LOAN001240,CUST001583,BR907,Personal Loan,823569,8.94,41,Active,2026-06-12
LOAN001241,CUST000646,BR107,Home Loan,5278066,11.51,155,Closed,2019-04-21
LOAN001242,CUST002237,BR118,Business Loan,3685952,14.91,66,Closed,2023-02-18
LOAN001243,CUST003140,BR077,Personal Loan,149783,11.24,58,Active,2021-04-08
LOAN001244,CUST002018,BR119,Gold Loan,435310,9.09,25,Closed,2026-03-11
LOAN001245,CUST000312,BR034,Personal Loan,130362,8.05,36,Closed,2026-01-23
LOAN001246,CUST004857,BR013,Personal Loan,300893,14.32,45,closed,2023-12-16
LOAN001247,CUST000946,BR040,Education Loan,223019,12.96,86,Closed,2026-05-18
LOAN001248,CUST004391,BR018,Gold Loan,317767,10.25,17,Active,2025-07-13
LOAN001249,CUST002607,BR139,Personal Loan,168356,11.0,43,Closed,2023-12-11
LOAN001250,CUST003486,BR101,Personal Loan,438517,10.48,24,Active,2014-08-09
LOAN001251,CUST003936,BR023,Education Loan,1817243,10.2,65,Closed,2022-01-20
LOAN001252,CUST002933,BR031,Personal Loan,396733,7.81,41,Closed,2025-10-09
LOAN001253,CUST004931,BR009,Business Loan,,11.53,52,Closed,2019-08-04
LOAN001254,CUST002501,BR004,Education Loan,2099112,15.24,117,Closed,2020-11-29
LOAN001255,CUST003725,BR002,Personal Loan,303480,16.31,16,Active,2016-03-14
LOAN001256,CUST000525,BR108,Home Loan,4655328,8.46,171,Active,2017-05-08
LOAN001257,CUST004485,BR139,Education Loan,2281553,9.07,78,Closed,2025-05-27
LOAN001258,CUST004492,BR106,Personal Loan,224774,11.32,15,Active,2026-02-22
LOAN001259,CUST000314,BR013,Auto Loan,594377,8.72,48,Active,2024-07-09
LOAN001260,CUST004885,BR013,Home Loan,8735635,13.1,212,Active,2024-10-08
LOAN001261,CUST001182,BR097,Home Loan,2752694,13.76,211,Active,2023-03-16
LOAN001262,CUST003710,BR026,Personal Loan,402974,13.79,31,Pending Approval,2026-07-01
LOAN001263,CUST004809,BR011,Personal Loan,925015,15.89,21,Closed,2016-09-16
LOAN001264,CUST001430,BR030,Personal Loan,905382,8.92,21,actve,2025-11-25
LOAN001265,CUST003691,BR111,Personal Loan,631886,14.56,21,Pending Approval,2026-07-14
LOAN001266,CUST001956,BR101,Gold Loan,233545,13.07,8,Pending Approval,2026-02-18
LOAN001267,CUST003570,BR094,Home Loan,7169066,14.24,197,Closed,2025-01-02
LOAN001268,CUST004059,BR044,Auto Loan,931643,9.97,76,Closed,2021-10-15
LOAN001269,CUST001200,BR048,Personal Loan,333865,9.2,25,Active,2021-02-28
LOAN001270,CUST004177,BR044,Personal Loan,897545,13.22,57,Active,2017-06-10
LOAN001271,CUST003185,BR141,Personal Loan,546705,10.01,57,Active,2023-06-23
LOAN001272,CUST001529,BR071,Business Loan,4164843,15.28,77,Closed,2022-10-29
LOAN001273,CUST004175,BR029,Education Loan,1080722,16.5,49,Closed,2024-11-21
LOAN001274,CUST003403,BR043,Auto Loan,452183,15.15,43,Active,2023-10-14
LOAN001275,CUST000258,BR084,Business Loan,4008836,14.08,50,Active ,2018-12-06
LOAN001276,CUST004718,BR096,Personal Loan,356636,15.63,44,Closed,2025-04-14
LOAN001277,CUST002921,BR020,Education Loan,2282898,15.41,42,Active ,2026-02-26
LOAN001278,CUST003679,BR006,Home Loan,4514771,14.3,162,Active,2026-07-12
LOAN001279,CUST001834,BR050,Home Loan,4104764,12.52,232,Closed,2021-08-29
LOAN001280,CUST002042,BR090,Auto Loan,1294893,15.8,34,Closed,2026-05-22
LOAN001281,CUST001750,BR126,Education Loan,2373398,9.92,36,Active,2025-04-25
LOAN001282,CUST002510,BR023,Auto Loan,1121198,11.97,72,Pending Approval,2025-06-17
LOAN001283,CUST003986,BR120,Personal Loan,321109,9.77,38,Active,2026-06-24
LOAN001284,CUST003837,BR005,Gold Loan,291533,11.12,28,Active,2026-07-11
LOAN001285,CUST800014,BR114,Personal Loan,240755,14.35,57,Active,2014-06-13
LOAN001286,CUST000149,BR053,Personal Loan,695470,11.39,53,Active,2025-02-05
LOAN001287,CUST000339,BR015,Home Loan,6351976,8.31,159,Closed,2022-09-08
LOAN001288,CUST004365,BR127,Gold Loan,84862,8.69,32,Active,2025-06-26
LOAN001289,CUST004902,BR110,Home Loan,6825845,9.14,226,Active,2023-11-15
LOAN001290,CUST000740,BR033,Education Loan,1580322,10.48,100,Active,2017-09-21
LOAN001291,CUST002603,BR100,Personal Loan,777816,9.44,12,Active,2026-01-05
LOAN001292,CUST004445,BR028,Personal Loan,457524,12.18,44,Active,2025-12-26
LOAN001293,CUST000130,BR140,Personal Loan,556749,9.97,15,Active,2024-11-07
LOAN001294,CUST004966,BR080,Personal Loan,981184,11.25,14,Closed,2025-03-28
LOAN001295,CUST000830,BR143,Personal Loan,233411,12.46,32,Active,2023-01-11
LOAN001296,CUST000256,BR086,Gold Loan,333493,15.89,10,Active,2024-09-05
LOAN001297,CUST002544,BR069,Business Loan,4844909,12.36,54,Active,2022-03-25
LOAN001298,CUST004811,BR089,Home Loan,3578975,12.69,151,Active,2026-07-07
LOAN001299,CUST003883,BR030,Home Loan,1777473,12.29,156,Active ,2016-04-14
LOAN001300,CUST001136,BR094,Gold Loan,478933,14.4,8,Closed,2022-01-01
LOAN001301,CUST003112,BR028,Education Loan,637679,8.74,36,Closed,2021-12-15
LOAN001302,CUST002329,BR087,Auto Loan,235341,15.75,36,Active,2022-02-10
LOAN001303,CUST002277,BR019,Personal Loan,783913,8.41,24,Active,2026-07-15
LOAN001304,CUST000413,BR023,Personal Loan,583556,11.57,19,Active,2025-06-05
LOAN001305,CUST001577,BR022,Business Loan,2625134,13.74,45,Closed,2024-06-30
LOAN001306,CUST001162,BR077,Personal Loan,755864,11.82,59,Active,2021-08-04
LOAN001307,CUST004921,BR036,Personal Loan,850182,7.75,58,Active,2019-10-03
LOAN001308,CUST001223,BR033,Personal Loan,625183,12.36,50,Closed,2024-03-30
LOAN001309,CUST004285,BR058,Education Loan,770899,12.18,36,Closed,2022-10-08
LOAN001310,CUST000931,BR075,Auto Loan,1586832,12.01,27,Active,2026-07-25
LOAN001311,CUST000236,BR138,Education Loan,424478,8.16,90,Active,2025-11-09
LOAN001312,CUST004230,BR020,Auto Loan,804145,11.18,27,Closed,2024-06-19
LOAN001313,CUST002497,BR090,Education Loan,103005,7.65,118,Active,2026-07-30
LOAN001314,CUST004882,BR086,Gold Loan,423237,9.17,27,Active,2025-10-24
LOAN001315,CUST000850,BR070,Auto Loan,691871,12.86,59,Pending Approval,2026-07-23
LOAN001316,CUST001526,BR118,Personal Loan,390455,9.81,23,Active,2021-05-03
LOAN001317,CUST004920,BR111,Personal Loan,224569,8.34,20,Closed,2021-07-15
LOAN001318,CUST003696,BR136,Home Loan,7334231,12.18,228,Closed,2018-01-26
LOAN001319,CUST000991,BR147,Business Loan,4176781,9.89,45,Active,2024-02-29
LOAN001320,CUST000760,BR130,Personal Loan,564888,10.5,58,Defaulted,2024-08-07
LOAN001321,CUST002146,BR054,Gold Loan,444027,8.06,22,Active,2025-03-24
LOAN001322,CUST004728,BR027,Business Loan,399665,11.86,75,Closed,2025-12-01
LOAN001323,CUST000520,BR079,Personal Loan,463125,13.56,55,Closed,2026-06-08
LOAN001324,CUST003487,BR068,Home Loan,6356651,10.35,157,Active,2024-01-15
LOAN001325,CUST000729,BR069,Education Loan,698869,11.61,111,Defaulted,2020-12-18
LOAN001326,CUST003499,BR001,Auto Loan,1085383,9.7,74,Active,2026-07-30
LOAN001327,CUST004166,BR135,Education Loan,2401826,12.34,66,Active,2025-07-03
LOAN001328,CUST001234,BR057,Personal Loan,313439,10.21,26,Active,2024-02-29
LOAN001329,CUST003428,BR083,Home Loan,5637766,14.84,226,Closed,2024-09-13
LOAN001330,CUST002626,BR081,Education Loan,1691212,9.51,80,Pending Approval,2020-07-27
LOAN001331,CUST000302,BR144,Business Loan,,12.59,73,Pending Approval,2020-12-23
LOAN001332,CUST002036,BR111,Gold Loan,379813,9.45,7,Closed,2020-12-18
LOAN001333,CUST003792,BR033,Education Loan,1490862,7.83,59,Active,2025-04-18
LOAN001334,CUST004340,BR042,Personal Loan,234731,15.28,36,Active,2026-04-16
LOAN001335,CUST004135,BR045,Personal Loan,623040,13.89,25,Defaulted,2016-04-21
LOAN001336,CUST003282,BR062,Personal Loan,754528,8.0,25,Active,2026-03-28
LOAN001337,CUST003536,BR076,Auto Loan,1142384,8.09,57,Active,2025-06-19
